year,round,from_country,A,B,C,D,E,to_country
2017,semi-final-2,HU,2,5,1,4,4,AT
2017,semi-final-2,HU,7,8,13,13,6,BY
2017,semi-final-2,HU,1,1,2,3,3,BG
2017,semi-final-2,HU,12,15,10,8,14,HR
2017,semi-final-2,HU,4,10,4,9,1,DK
2017,semi-final-2,HU,14,13,15,15,15,EE
2017,semi-final-2,HU,9,3,6,5,8,IE
2017,semi-final-2,HU,11,9,16,7,10,IL
2017,semi-final-2,HU,15,16,12,6,9,LT
2017,semi-final-2,HU,13,4,9,14,16,MT
2017,semi-final-2,HU,3,2,3,1,5,NL
2017,semi-final-2,HU,6,11,7,12,12,MK
2017,semi-final-2,HU,5,6,5,2,2,NO
2017,semi-final-2,HU,17,17,17,17,17,RO
2017,semi-final-2,HU,16,12,14,16,13,SM
2017,semi-final-2,HU,8,7,8,11,7,RS
2017,semi-final-2,HU,10,14,11,10,11,CH
2017,semi-final-2,IE,6,5,1,4,9,AT
2017,semi-final-2,IE,13,17,8,14,13,BY
2017,semi-final-2,IE,2,7,2,11,1,BG
2017,semi-final-2,IE,3,1,14,16,16,HR
2017,semi-final-2,IE,8,11,5,8,15,DK
2017,semi-final-2,IE,16,6,13,10,8,EE
2017,semi-final-2,IE,14,16,17,13,3,HU
2017,semi-final-2,IE,7,8,7,9,2,IL
2017,semi-final-2,IE,15,12,12,12,14,LT
2017,semi-final-2,IE,9,4,3,7,11,MT
2017,semi-final-2,IE,10,13,9,1,7,NL
2017,semi-final-2,IE,11,14,16,5,4,MK
2017,semi-final-2,IE,1,2,4,15,10,NO
2017,semi-final-2,IE,5,9,10,6,5,RO
2017,semi-final-2,IE,17,15,15,17,17,SM
2017,semi-final-2,IE,12,10,11,3,6,RS
2017,semi-final-2,IE,4,3,6,2,12,CH
2017,semi-final-2,IL,2,7,5,2,7,AT
2017,semi-final-2,IL,9,9,6,5,5,BY
2017,semi-final-2,IL,3,15,7,4,4,BG
2017,semi-final-2,IL,16,10,15,15,16,HR
2017,semi-final-2,IL,6,6,9,7,15,DK
2017,semi-final-2,IL,7,14,3,3,3,EE
2017,semi-final-2,IL,1,3,2,1,1,HU
2017,semi-final-2,IL,10,11,8,13,10,IE
2017,semi-final-2,IL,15,8,14,16,8,LT
2017,semi-final-2,IL,8,12,12,10,6,MT
2017,semi-final-2,IL,11,13,11,6,12,NL
2017,semi-final-2,IL,13,5,16,14,9,MK
2017,semi-final-2,IL,4,1,1,12,2,NO
2017,semi-final-2,IL,5,16,4,8,14,RO
2017,semi-final-2,IL,17,17,13,17,17,SM
2017,semi-final-2,IL,12,4,17,9,13,RS
2017,semi-final-2,IL,14,2,10,11,11,CH
2017,semi-final-2,LT,13,6,3,9,2,AT
2017,semi-final-2,LT,6,14,15,8,6,BY
2017,semi-final-2,LT,8,2,2,7,3,BG
2017,semi-final-2,LT,10,17,10,13,7,HR
2017,semi-final-2,LT,2,7,7,4,8,DK
2017,semi-final-2,LT,9,13,14,12,13,EE
2017,semi-final-2,LT,16,9,5,10,10,HU
2017,semi-final-2,LT,4,4,4,1,11,IE
2017,semi-final-2,LT,7,12,8,11,16,IL
2017,semi-final-2,LT,14,8,11,6,12,MT
2017,semi-final-2,LT,11,3,9,2,5,NL
2017,semi-final-2,LT,17,11,13,14,15,MK
2017,semi-final-2,LT,1,1,1,3,1,NO
2017,semi-final-2,LT,3,16,17,17,9,RO
2017,semi-final-2,LT,12,15,16,16,17,SM
2017,semi-final-2,LT,15,10,12,15,14,RS
2017,semi-final-2,LT,5,5,6,5,4,CH
2017,semi-final-2,MT,16,13,13,5,13,AT
2017,semi-final-2,MT,1,2,5,11,2,BY
2017,semi-final-2,MT,3,1,2,2,1,BG
2017,semi-final-2,MT,5,16,16,14,9,HR
2017,semi-final-2,MT,6,5,8,8,12,DK
2017,semi-final-2,MT,9,7,10,10,8,EE
2017,semi-final-2,MT,17,15,12,13,14,HU
2017,semi-final-2,MT,15,11,15,7,5,IE
2017,semi-final-2,MT,2,4,1,3,3,IL
2017,semi-final-2,MT,11,14,11,15,17,LT
2017,semi-final-2,MT,7,10,6,4,7,NL
2017,semi-final-2,MT,4,3,3,1,4,MK
2017,semi-final-2,MT,8,8,17,17,10,NO
2017,semi-final-2,MT,10,12,7,6,6,RO
2017,semi-final-2,MT,14,17,4,16,16,SM
2017,semi-final-2,MT,13,6,9,12,11,RS
2017,semi-final-2,MT,12,9,14,9,15,CH
2017,semi-final-2,NL,4,4,7,3,2,AT
2017,semi-final-2,NL,13,12,15,8,11,BY
2017,semi-final-2,NL,1,1,1,2,1,BG
2017,semi-final-2,NL,14,8,16,7,10,HR
2017,semi-final-2,NL,2,2,3,1,4,DK
2017,semi-final-2,NL,11,11,6,16,15,EE
2017,semi-final-2,NL,12,14,17,13,14,HU
2017,semi-final-2,NL,15,16,12,11,13,IE
2017,semi-final-2,NL,6,6,4,5,8,IL
2017,semi-final-2,NL,16,10,10,14,16,LT
2017,semi-final-2,NL,8,5,14,10,12,MT
2017,semi-final-2,NL,9,15,9,17,6,MK
2017,semi-final-2,NL,3,7,2,6,3,NO
2017,semi-final-2,NL,10,13,11,12,9,RO
2017,semi-final-2,NL,17,17,13,15,17,SM
2017,semi-final-2,NL,5,3,5,4,5,RS
2017,semi-final-2,NL,7,9,8,9,7,CH
2017,semi-final-2,MK,12,3,9,7,17,AT
2017,semi-final-2,MK,14,7,15,14,13,BY
2017,semi-final-2,MK,3,1,1,1,1,BG
2017,semi-final-2,MK,16,17,17,12,12,HR
2017,semi-final-2,MK,4,2,3,5,4,DK
2017,semi-final-2,MK,6,9,10,16,9,EE
2017,semi-final-2,MK,9,6,6,17,5,HU
2017,semi-final-2,MK,10,16,7,15,7,IE
2017,semi-final-2,MK,15,14,16,9,14,IL
2017,semi-final-2,MK,7,8,8,11,10,LT
2017,semi-final-2,MK,1,4,4,3,3,MT
2017,semi-final-2,MK,5,10,5,4,6,NL
2017,semi-final-2,MK,13,11,12,10,15,NO
2017,semi-final-2,MK,2,5,2,2,2,RO
2017,semi-final-2,MK,11,15,13,13,8,SM
2017,semi-final-2,MK,17,12,14,8,11,RS
2017,semi-final-2,MK,8,13,11,6,16,CH
2017,semi-final-2,NO,8,6,11,6,6,AT
2017,semi-final-2,NO,6,9,10,15,9,BY
2017,semi-final-2,NO,2,2,2,1,1,BG
2017,semi-final-2,NO,4,11,9,12,12,HR
2017,semi-final-2,NO,1,4,7,3,3,DK
2017,semi-final-2,NO,14,14,13,9,15,EE
2017,semi-final-2,NO,12,10,14,7,4,HU
2017,semi-final-2,NO,13,16,16,13,16,IE
2017,semi-final-2,NO,11,1,8,2,2,IL
2017,semi-final-2,NO,15,12,12,10,13,LT
2017,semi-final-2,NO,10,13,15,16,14,MT
2017,semi-final-2,NO,3,3,4,4,7,NL
2017,semi-final-2,NO,7,15,3,11,11,MK
2017,semi-final-2,NO,16,7,5,17,10,RO
2017,semi-final-2,NO,17,17,17,14,17,SM
2017,semi-final-2,NO,5,5,1,5,8,RS
2017,semi-final-2,NO,9,8,6,8,5,CH
2017,semi-final-2,RO,5,8,5,8,3,AT
2017,semi-final-2,RO,10,13,9,7,10,BY
2017,semi-final-2,RO,4,2,4,3,6,BG
2017,semi-final-2,RO,3,5,6,4,4,HR
2017,semi-final-2,RO,1,6,3,1,2,DK
2017,semi-final-2,RO,17,15,15,16,15,EE
2017,semi-final-2,RO,12,14,16,13,13,HU
2017,semi-final-2,RO,13,4,10,6,11,IE
2017,semi-final-2,RO,7,7,8,12,5,IL
2017,semi-final-2,RO,14,16,14,15,14,LT
2017,semi-final-2,RO,8,3,12,10,16,MT
2017,semi-final-2,RO,2,1,1,2,1,NL
2017,semi-final-2,RO,15,12,13,14,9,MK
2017,semi-final-2,RO,9,11,7,11,8,NO
2017,semi-final-2,RO,16,17,17,17,12,SM
2017,semi-final-2,RO,11,10,11,9,17,RS
2017,semi-final-2,RO,6,9,2,5,7,CH
2017,semi-final-2,SM,2,13,3,8,4,AT
2017,semi-final-2,SM,14,9,10,9,11,BY
2017,semi-final-2,SM,3,5,4,4,7,BG
2017,semi-final-2,SM,9,4,12,6,8,HR
2017,semi-final-2,SM,11,2,5,2,12,DK
2017,semi-final-2,SM,13,16,14,16,17,EE
2017,semi-final-2,SM,10,6,7,7,15,HU
2017,semi-final-2,SM,17,11,6,15,10,IE
2017,semi-final-2,SM,7,15,17,13,16,IL
2017,semi-final-2,SM,8,3,13,5,2,LT
2017,semi-final-2,SM,12,8,11,3,14,MT
2017,semi-final-2,SM,1,10,1,1,3,NL
2017,semi-final-2,SM,6,12,15,17,5,MK
2017,semi-final-2,SM,4,1,2,11,1,NO
2017,semi-final-2,SM,16,17,9,10,13,RO
2017,semi-final-2,SM,5,7,16,12,6,RS
2017,semi-final-2,SM,15,14,8,14,9,CH
2017,semi-final-2,RS,5,5,6,11,6,AT
2017,semi-final-2,RS,12,16,14,16,14,BY
2017,semi-final-2,RS,2,3,2,2,2,BG
2017,semi-final-2,RS,4,11,4,3,17,HR
2017,semi-final-2,RS,6,8,9,6,8,DK
2017,semi-final-2,RS,10,14,11,13,13,EE
2017,semi-final-2,RS,1,2,3,1,1,HU
2017,semi-final-2,RS,16,15,16,8,15,IE
2017,semi-final-2,RS,9,7,7,5,4,IL
2017,semi-final-2,RS,11,9,10,14,9,LT
2017,semi-final-2,RS,8,4,8,9,12,MT
2017,semi-final-2,RS,3,1,1,4,7,NL
2017,semi-final-2,RS,7,10,5,7,5,MK
2017,semi-final-2,RS,13,6,13,17,3,NO
2017,semi-final-2,RS,17,17,17,10,16,RO
2017,semi-final-2,RS,15,13,15,12,10,SM
2017,semi-final-2,RS,14,12,12,15,11,CH
2017,semi-final-2,CH,6,8,2,10,4,AT
2017,semi-final-2,CH,5,14,12,7,13,BY
2017,semi-final-2,CH,3,1,8,1,2,BG
2017,semi-final-2,CH,17,13,5,13,17,HR
2017,semi-final-2,CH,11,6,4,8,10,DK
2017,semi-final-2,CH,15,12,14,12,15,EE
2017,semi-final-2,CH,9,11,3,6,7,HU
2017,semi-final-2,CH,7,10,11,9,6,IE
2017,semi-final-2,CH,2,4,13,15,3,IL
2017,semi-final-2,CH,8,17,7,16,11,LT
2017,semi-final-2,CH,14,9,15,4,12,MT
2017,semi-final-2,CH,4,5,1,2,8,NL
2017,semi-final-2,CH,12,3,16,14,9,MK
2017,semi-final-2,CH,1,2,10,3,1,NO
2017,semi-final-2,CH,13,16,17,11,14,RO
2017,semi-final-2,CH,16,15,9,17,16,SM
2017,semi-final-2,CH,10,7,6,5,5,RS
2017,semi-final-2,UA,12,12,9,17,11,AT
2017,semi-final-2,UA,4,7,2,2,1,BY
2017,semi-final-2,UA,2,1,6,11,5,BG
2017,semi-final-2,UA,1,2,11,6,8,HR
2017,semi-final-2,UA,17,15,12,10,7,DK
2017,semi-final-2,UA,10,17,16,16,15,EE
2017,semi-final-2,UA,16,4,4,1,2,HU
2017,semi-final-2,UA,3,6,14,9,10,IE
2017,semi-final-2,UA,9,10,10,12,13,IL
2017,semi-final-2,UA,8,18,17,15,17,LT
2017,semi-final-2,UA,14,14,5,7,16,MT
2017,semi-final-2,UA,6,5,7,4,6,NL
2017,semi-final-2,UA,13,13,8,3,3,MK
2017,semi-final-2,UA,5,9,1,5,4,NO
2017,semi-final-2,UA,15,3,3,8,9,RO
2017,semi-final-2,UA,18,16,18,18,18,SM
2017,semi-final-2,UA,11,11,15,13,12,RS
2017,semi-final-2,UA,7,8,13,14,14,CH
2017,final,AL,2,6,4,5,5,AM
2017,final,AL,9,8,11,4,8,AU
2017,final,AL,25,20,23,26,23,AT
2017,final,AL,17,12,9,9,10,AZ
2017,final,AL,20,21,15,25,16,BY
2017,final,AL,11,5,10,24,14,BE
2017,final,AL,3,4,3,3,3,BG
2017,final,AL,21,14,13,21,22,HR
2017,final,AL,6,22,14,11,19,CY
2017,final,AL,14,11,19,13,13,DK
2017,final,AL,1,7,8,7,6,FR
2017,final,AL,18,23,25,22,24,DE
2017,final,AL,7,16,7,19,9,GR
2017,final,AL,26,18,21,16,20,HU
2017,final,AL,15,19,17,14,11,IL
2017,final,AL,4,1,1,1,1,IT
2017,final,AL,12,10,12,12,15,MD
2017,final,AL,13,15,20,18,18,NL
2017,final,AL,22,24,22,17,25,NO
2017,final,AL,19,17,18,15,12,PL
2017,final,AL,10,2,5,6,2,PT
2017,final,AL,16,13,6,8,7,RO
2017,final,AL,23,26,24,20,26,ES
2017,final,AL,8,9,16,10,17,SE
2017,final,AL,24,25,26,23,21,UA
2017,final,AL,5,3,2,2,4,GB
2017,final,AM,21,22,10,21,11,AU
2017,final,AM,16,7,11,13,14,AT
2017,final,AM,25,25,25,25,25,AZ
2017,final,AM,19,11,24,24,15,BY
2017,final,AM,22,16,16,16,17,BE
2017,final,AM,18,19,8,14,9,BG
2017,final,AM,14,8,12,7,22,HR
2017,final,AM,5,4,13,4,4,CY
2017,final,AM,12,10,19,11,24,DK
2017,final,AM,7,17,5,5,12,FR
2017,final,AM,17,13,15,19,19,DE
2017,final,AM,3,2,2,3,3,GR
2017,final,AM,23,23,20,20,23,HU
2017,final,AM,24,24,21,23,18,IL
2017,final,AM,10,9,4,22,7,IT
2017,final,AM,4,3,3,2,2,MD
2017,final,AM,2,21,22,17,13,NL
2017,final,AM,6,6,9,10,10,NO
2017,final,AM,11,12,14,9,21,PL
2017,final,AM,1,1,1,1,1,PT
2017,final,AM,13,18,23,12,20,RO
2017,final,AM,20,20,18,18,8,ES
2017,final,AM,8,5,6,15,5,SE
2017,final,AM,15,15,17,6,16,UA
2017,final,AM,9,14,7,8,6,GB
2017,final,AU,19,8,10,10,11,AM
2017,final,AU,20,5,12,3,8,AT
2017,final,AU,8,14,14,18,4,AZ
2017,final,AU,17,15,16,16,13,BY
2017,final,AU,7,19,7,14,18,BE
2017,final,AU,5,7,4,8,1,BG
2017,final,AU,24,16,24,24,19,HR
2017,final,AU,22,21,15,21,24,CY
2017,final,AU,6,10,8,1,10,DK
2017,final,AU,16,17,22,17,15,FR
2017,final,AU,12,18,17,20,12,DE
2017,final,AU,18,20,19,23,20,GR
2017,final,AU,21,13,25,15,23,HU
2017,final,AU,10,24,18,19,22,IL
2017,final,AU,2,12,21,13,14,IT
2017,final,AU,3,2,5,6,3,MD
2017,final,AU,15,9,2,4,6,NL
2017,final,AU,11,22,9,12,21,NO
2017,final,AU,13,11,11,11,7,PL
2017,final,AU,9,3,1,5,9,PT
2017,final,AU,14,4,20,7,17,RO
2017,final,AU,25,25,23,25,25,ES
2017,final,AU,4,6,6,9,5,SE
2017,final,AU,23,23,13,22,16,UA
2017,final,AU,1,1,3,2,2,GB
2017,final,AT,19,25,12,12,13,AM
2017,final,AT,12,19,7,11,9,AU
2017,final,AT,15,20,9,20,20,AZ
2017,final,AT,16,7,3,5,4,BY
2017,final,AT,4,9,10,25,5,BE
2017,final,AT,5,1,2,6,2,BG
2017,final,AT,7,6,18,19,21,HR
2017,final,AT,22,15,20,18,22,CY
2017,final,AT,24,21,22,13,23,DK
2017,final,AT,13,13,16,21,6,FR
2017,final,AT,11,10,17,22,14,DE
2017,final,AT,14,18,21,10,19,GR
2017,final,AT,17,4,6,9,11,HU
2017,final,AT,21,24,24,23,25,IL
2017,final,AT,2,2,11,4,18,IT
2017,final,AT,20,22,8,8,12,MD
2017,final,AT,1,3,5,3,3,NL
2017,final,AT,18,16,4,7,7,NO
2017,final,AT,6,12,19,15,16,PL
2017,final,AT,3,23,1,1,1,PT
2017,final,AT,8,5,25,17,17,RO
2017,final,AT,25,17,23,24,24,ES
2017,final,AT,10,11,15,2,10,SE
2017,final,AT,23,14,13,14,15,UA
2017,final,AT,9,8,14,16,8,GB
2017,final,AZ,25,25,25,25,25,AM
2017,final,AZ,17,16,12,16,10,AU
2017,final,AZ,15,9,18,20,13,AT
2017,final,AZ,1,1,1,1,2,BY
2017,final,AZ,18,23,17,6,11,BE
2017,final,AZ,13,20,11,8,9,BG
2017,final,AZ,8,15,7,17,14,HR
2017,final,AZ,24,19,24,13,24,CY
2017,final,AZ,23,14,22,5,18,DK
2017,final,AZ,21,11,16,12,23,FR
2017,final,AZ,16,22,14,11,17,DE
2017,final,AZ,9,7,8,15,7,GR
2017,final,AZ,3,13,9,19,22,HU
2017,final,AZ,7,6,10,24,6,IL
2017,final,AZ,14,3,15,18,19,IT
2017,final,AZ,5,2,3,3,5,MD
2017,final,AZ,20,12,21,21,3,NL
2017,final,AZ,19,17,23,22,20,NO
2017,final,AZ,4,4,4,23,4,PL
2017,final,AZ,6,8,5,4,1,PT
2017,final,AZ,12,21,6,10,8,RO
2017,final,AZ,10,10,13,9,21,ES
2017,final,AZ,22,24,20,2,15,SE
2017,final,AZ,2,5,2,7,16,UA
2017,final,AZ,11,18,19,14,12,GB
2017,final,BY,17,14,6,19,10,AM
2017,final,BY,3,4,8,4,4,AU
2017,final,BY,10,6,7,6,6,AT
2017,final,BY,18,8,16,12,11,AZ
2017,final,BY,16,9,15,15,18,BE
2017,final,BY,1,2,1,3,3,BG
2017,final,BY,22,18,18,20,21,HR
2017,final,BY,20,12,10,13,16,CY
2017,final,BY,7,10,9,9,8,DK
2017,final,BY,8,17,17,21,20,FR
2017,final,BY,21,20,23,23,24,DE
2017,final,BY,23,25,19,24,22,GR
2017,final,BY,15,23,13,18,19,HU
2017,final,BY,11,13,11,14,15,IL
2017,final,BY,13,16,24,11,12,IT
2017,final,BY,14,15,12,10,14,MD
2017,final,BY,4,7,4,7,7,NL
2017,final,BY,5,5,3,5,5,NO
2017,final,BY,9,11,25,8,9,PL
2017,final,BY,2,1,5,2,1,PT
2017,final,BY,12,24,22,16,17,RO
2017,final,BY,24,19,20,25,25,ES
2017,final,BY,6,3,2,1,2,SE
2017,final,BY,19,22,14,17,13,UA
2017,final,BY,25,21,21,22,23,GB
2017,final,BE,14,14,17,17,15,AM
2017,final,BE,6,4,11,9,3,AU
2017,final,BE,5,9,14,11,4,AT
2017,final,BE,3,8,8,8,8,AZ
2017,final,BE,10,18,9,10,14,BY
2017,final,BE,4,2,6,6,1,BG
2017,final,BE,24,25,23,25,20,HR
2017,final,BE,8,6,5,3,13,CY
2017,final,BE,15,20,12,16,22,DK
2017,final,BE,19,10,4,12,7,FR
2017,final,BE,16,16,13,14,24,DE
2017,final,BE,20,22,16,15,23,GR
2017,final,BE,23,13,24,24,19,HU
2017,final,BE,25,23,25,18,21,IL
2017,final,BE,12,7,2,23,12,IT
2017,final,BE,22,15,18,2,11,MD
2017,final,BE,9,21,21,19,17,NL
2017,final,BE,2,5,10,5,5,NO
2017,final,BE,18,11,15,13,16,PL
2017,final,BE,7,3,3,4,6,PT
2017,final,BE,21,24,20,20,18,RO
2017,final,BE,13,17,22,22,10,ES
2017,final,BE,1,1,1,1,2,SE
2017,final,BE,17,19,19,21,25,UA
2017,final,BE,11,12,7,7,9,GB
2017,final,BG,6,14,7,3,21,AM
2017,final,BG,13,17,8,11,18,AU
2017,final,BG,5,11,4,5,5,AT
2017,final,BG,9,3,20,14,2,AZ
2017,final,BG,2,22,12,10,11,BY
2017,final,BG,19,6,18,12,20,BE
2017,final,BG,8,19,6,16,23,HR
2017,final,BG,16,1,22,18,25,CY
2017,final,BG,4,12,21,20,22,DK
2017,final,BG,17,20,9,25,8,FR
2017,final,BG,25,8,23,24,15,DE
2017,final,BG,11,25,2,1,1,GR
2017,final,BG,23,4,25,8,9,HU
2017,final,BG,7,10,5,9,4,IL
2017,final,BG,14,9,15,15,16,IT
2017,final,BG,24,23,10,13,12,MD
2017,final,BG,1,16,1,7,10,NL
2017,final,BG,21,18,11,21,24,NO
2017,final,BG,3,24,3,4,3,PL
2017,final,BG,15,15,17,23,17,PT
2017,final,BG,22,2,24,2,6,RO
2017,final,BG,20,7,14,17,13,ES
2017,final,BG,12,13,13,19,7,SE
2017,final,BG,18,5,16,6,19,UA
2017,final,BG,10,21,19,22,14,GB
2017,final,HR,6,23,15,25,15,AM
2017,final,HR,7,4,8,7,4,AU
2017,final,HR,9,14,10,8,10,AT
2017,final,HR,17,22,17,17,18,AZ
2017,final,HR,2,8,11,9,7,BY
2017,final,HR,25,21,22,23,23,BE
2017,final,HR,4,3,3,3,2,BG
2017,final,HR,16,18,19,21,24,CY
2017,final,HR,10,2,12,4,13,DK
2017,final,HR,12,19,16,22,21,FR
2017,final,HR,21,20,20,11,14,DE
2017,final,HR,23,16,21,20,19,GR
2017,final,HR,1,9,1,1,1,HU
2017,final,HR,18,13,18,24,16,IL
2017,final,HR,19,24,9,13,12,IT
2017,final,HR,13,11,13,19,11,MD
2017,final,HR,3,1,6,2,5,NL
2017,final,HR,14,12,7,5,9,NO
2017,final,HR,22,7,14,12,17,PL
2017,final,HR,5,5,4,6,3,PT
2017,final,HR,8,6,25,15,20,RO
2017,final,HR,24,15,24,18,25,ES
2017,final,HR,11,10,2,10,6,SE
2017,final,HR,20,25,23,16,22,UA
2017,final,HR,15,17,5,14,8,GB
2017,final,CY,15,13,7,20,10,AM
2017,final,CY,11,7,4,11,14,AU
2017,final,CY,9,15,8,18,20,AT
2017,final,CY,10,8,10,13,17,AZ
2017,final,CY,16,24,17,17,25,BY
2017,final,CY,13,17,11,8,1,BE
2017,final,CY,5,2,12,5,6,BG
2017,final,CY,24,25,25,21,18,HR
2017,final,CY,7,16,13,12,21,DK
2017,final,CY,8,11,15,16,5,FR
2017,final,CY,17,19,19,22,24,DE
2017,final,CY,2,1,6,1,2,GR
2017,final,CY,12,4,9,24,16,HU
2017,final,CY,14,6,16,14,13,IL
2017,final,CY,1,5,3,2,4,IT
2017,final,CY,25,14,18,6,11,MD
2017,final,CY,18,23,24,4,7,NL
2017,final,CY,20,21,23,23,23,NO
2017,final,CY,21,10,14,19,19,PL
2017,final,CY,3,9,1,9,3,PT
2017,final,CY,23,22,20,15,9,RO
2017,final,CY,19,20,21,10,12,ES
2017,final,CY,6,3,5,3,15,SE
2017,final,CY,22,18,22,25,22,UA
2017,final,CY,4,12,2,7,8,GB
2017,final,CZ,18,22,12,22,26,AM
2017,final,CZ,3,2,2,2,3,AU
2017,final,CZ,8,6,13,6,10,AT
2017,final,CZ,15,14,8,14,18,AZ
2017,final,CZ,20,8,11,8,20,BY
2017,final,CZ,9,11,15,11,13,BE
2017,final,CZ,7,9,14,9,7,BG
2017,final,CZ,26,23,10,23,24,HR
2017,final,CZ,10,20,23,20,17,CY
2017,final,CZ,5,5,4,5,23,DK
2017,final,CZ,19,19,20,19,16,FR
2017,final,CZ,13,16,16,16,15,DE
2017,final,CZ,16,21,24,21,19,GR
2017,final,CZ,24,24,17,24,22,HU
2017,final,CZ,11,13,26,13,8,IL
2017,final,CZ,17,17,18,17,5,IT
2017,final,CZ,6,7,5,7,21,MD
2017,final,CZ,2,3,1,3,6,NL
2017,final,CZ,22,15,25,15,12,NO
2017,final,CZ,12,12,6,12,9,PL
2017,final,CZ,1,1,3,1,1,PT
2017,final,CZ,21,26,21,26,25,RO
2017,final,CZ,23,25,19,25,11,ES
2017,final,CZ,4,4,9,4,4,SE
2017,final,CZ,25,18,22,18,14,UA
2017,final,CZ,14,10,7,10,2,GB
2017,final,DK,18,7,19,11,4,AM
2017,final,DK,9,3,2,12,6,AU
2017,final,DK,12,6,8,4,3,AT
2017,final,DK,19,20,18,15,17,AZ
2017,final,DK,13,16,21,3,15,BY
2017,final,DK,2,8,10,14,19,BE
2017,final,DK,16,2,3,5,12,BG
2017,final,DK,24,10,15,25,20,HR
2017,final,DK,14,17,7,16,13,CY
2017,final,DK,5,18,16,19,16,FR
2017,final,DK,10,22,17,21,22,DE
2017,final,DK,21,21,22,13,18,GR
2017,final,DK,11,11,20,8,14,HU
2017,final,DK,15,19,6,18,2,IL
2017,final,DK,3,14,14,6,23,IT
2017,final,DK,7,15,12,9,8,MD
2017,final,DK,6,4,9,10,5,NL
2017,final,DK,4,13,5,1,11,NO
2017,final,DK,22,12,13,17,9,PL
2017,final,DK,1,1,4,7,7,PT
2017,final,DK,25,23,24,22,25,RO
2017,final,DK,20,25,25,24,21,ES
2017,final,DK,8,5,1,2,1,SE
2017,final,DK,23,24,23,20,24,UA
2017,final,DK,17,9,11,23,10,GB
2017,final,EE,22,9,16,12,18,AM
2017,final,EE,4,5,9,5,5,AU
2017,final,EE,11,13,3,11,20,AT
2017,final,EE,6,22,25,15,11,AZ
2017,final,EE,26,15,18,19,21,BY
2017,final,EE,2,16,7,8,6,BE
2017,final,EE,1,1,6,1,1,BG
2017,final,EE,19,17,23,25,22,HR
2017,final,EE,23,12,21,13,24,CY
2017,final,EE,9,3,10,3,4,DK
2017,final,EE,13,18,15,16,16,FR
2017,final,EE,15,20,26,17,25,DE
2017,final,EE,16,21,22,18,19,GR
2017,final,EE,20,8,11,6,9,HU
2017,final,EE,25,19,14,20,15,IL
2017,final,EE,14,26,24,24,13,IT
2017,final,EE,21,23,19,21,17,MD
2017,final,EE,10,4,4,7,12,NL
2017,final,EE,7,2,2,2,10,NO
2017,final,EE,12,11,17,14,8,PL
2017,final,EE,3,7,5,10,2,PT
2017,final,EE,24,25,12,23,14,RO
2017,final,EE,17,24,13,26,26,ES
2017,final,EE,8,14,8,4,3,SE
2017,final,EE,18,10,20,22,23,UA
2017,final,EE,5,6,1,9,7,GB
2017,final,FI,11,22,14,14,8,AM
2017,final,FI,3,1,3,5,4,AU
2017,final,FI,19,5,22,20,18,AT
2017,final,FI,25,11,18,15,14,AZ
2017,final,FI,17,6,23,23,19,BY
2017,final,FI,6,20,6,17,24,BE
2017,final,FI,4,4,4,18,5,BG
2017,final,FI,26,18,26,6,11,HR
2017,final,FI,15,15,7,8,2,CY
2017,final,FI,13,8,12,10,10,DK
2017,final,FI,10,25,21,21,21,FR
2017,final,FI,7,16,20,16,20,DE
2017,final,FI,22,26,19,24,22,GR
2017,final,FI,14,23,15,9,25,HU
2017,final,FI,18,10,5,12,15,IL
2017,final,FI,2,12,1,1,17,IT
2017,final,FI,23,7,13,4,7,MD
2017,final,FI,16,9,17,7,16,NL
2017,final,FI,9,19,9,11,6,NO
2017,final,FI,21,24,11,19,23,PL
2017,final,FI,1,3,10,2,3,PT
2017,final,FI,12,17,24,25,26,RO
2017,final,FI,24,14,16,22,9,ES
2017,final,FI,5,2,2,3,1,SE
2017,final,FI,20,21,25,26,13,UA
2017,final,FI,8,13,8,13,12,GB
2017,final,FR,9,6,22,19,6,AM
2017,final,FR,17,9,12,8,8,AU
2017,final,FR,13,14,13,9,5,AT
2017,final,FR,25,21,19,6,22,AZ
2017,final,FR,14,22,25,10,14,BY
2017,final,FR,10,8,8,21,9,BE
2017,final,FR,7,1,7,11,18,BG
2017,final,FR,18,23,23,17,21,HR
2017,final,FR,16,15,17,18,4,CY
2017,final,FR,21,19,6,4,11,DK
2017,final,FR,3,4,18,24,24,DE
2017,final,FR,15,18,16,22,23,GR
2017,final,FR,12,20,10,16,12,HU
2017,final,FR,2,13,5,7,15,IL
2017,final,FR,6,5,3,3,7,IT
2017,final,FR,20,24,20,12,10,MD
2017,final,FR,11,11,2,1,20,NL
2017,final,FR,4,3,14,15,3,NO
2017,final,FR,22,10,21,20,19,PL
2017,final,FR,1,7,1,5,2,PT
2017,final,FR,23,16,9,13,17,RO
2017,final,FR,19,17,15,14,13,ES
2017,final,FR,5,12,11,2,1,SE
2017,final,FR,24,25,24,25,25,UA
2017,final,FR,8,2,4,23,16,GB
2017,final,GE,8,13,13,11,13,AM
2017,final,GE,15,18,17,17,3,AU
2017,final,GE,10,7,12,8,9,AT
2017,final,GE,2,2,2,3,6,AZ
2017,final,GE,20,25,24,25,8,BY
2017,final,GE,26,14,14,23,25,BE
2017,final,GE,9,12,4,12,4,BG
2017,final,GE,12,8,16,13,20,HR
